Id,label
a0fbf58d-42ea-40f9-b253-a9c3cf44a164,Water
22cee724-d8ca-4e40-b0bf-82a1fb1bc8ef,Normal
5c2b0626-88b0-4951-bca1-bc1e4243e69d,Poison
2353610a-fa81-4b42-a1f6-8cb49ce4b55c,Poison
3ef6d651-8c13-4f53-8ebc-31506cda13a2,Poison
8d5fe695-990d-4060-8d69-5b4b8d9545f9,Bug
9efed150-e8b1-4d1f-ae8a-5e9c8093a1e7,Fighting
e944114d-3b17-4cc8-aeb9-0fd1a060b767,Normal
5528a065-6917-49f0-b437-73fc84087d8b,Water
0c49ff4e-0705-4d70-93ab-20cc1fe1cf50,Bug
2cf3b05f-c2e9-4274-8512-f7f1ad067e3d,Normal
0e924d79-9180-4d0a-8b88-86df16415921,Normal
d4905e03-fa5e-4bcc-baa4-027aca334659,Grass
a821da02-4ae8-4031-bf79-1e9dc05792ca,Bug
6e8c513a-c40f-44b3-a69e-8a3e55e930d3,Water
2ff753de-f98d-4847-9a3b-a1e4db52ced6,Water
0f6dc70d-812a-40d4-91ff-c35b22f0801a,Water
31c1782f-e66f-4a14-bcc1-ada4ad090030,Rock
1813632a-a987-4aca-bceb-6b4404f71e36,Water
0a848df0-558b-47f5-b5a5-6ead7d7970e2,Water
679d6e24-7a17-425d-8d99-cf2b21356aef,Water
3d4e9ba7-8bf6-4529-98e0-fa33387f5fc0,Poison
766f17ff-adad-475a-bfea-eb43caf0b2cb,Grass
d7135030-a3fa-4f8f-87f7-e8d0bd74b6c4,Poison
55487663-4c24-46a9-98e6-13464b268685,Rock
341f87f2-1235-4be7-94a5-e6fb5490bde0,Fire
8b99cfbf-6453-42b7-8c87-3fa2249a41b6,Fire
1a4327cb-3dea-49b5-933d-91ea4b0b965d,Grass
a924060a-34e6-453c-853e-b3f77fc07df2,Grass
0053dcb5-abf4-4fd0-919e-bd9c655f6c6c,Rock
732e373a-6fa9-41ac-8817-33e088709741,Bug
c698596f-5da5-45a9-955c-9fd9c597cf73,Grass
bd7f3d0b-a6c5-425f-8199-be2707afaeaf,Grass
79665765-f3ea-4ad3-b505-48088577a143,Poison
51a268b6-5878-4211-a8cf-3f640143659e,Fire
8e49ceba-3a4d-4898-95a0-167fdde6adb2,Grass
4883c3e0-436f-437a-82df-c3e1b4cd4ec1,Poison
8e10998f-7399-43f3-bee8-24907c4756ef,Normal
7bdad98e-9d92-4ac3-a5fc-33114cb68417,Water
0e3c32ff-1e53-4361-a885-6e737fffdd06,Grass
23faf07a-c2c9-4221-be52-c6920cb02b72,Bug
a1510b84-b574-4cf0-86aa-4fa37bdd32b7,Fire
f5b76ac9-ae24-46dc-8dbe-633f2da55e8e,Normal
906f50be-545b-4997-aea7-99954a181bb8,Water
301ffc20-6f9c-4664-a935-ad8b17f45724,Grass
33d94477-f824-4bbe-8287-888737c5376d,Grass
39808bb9-2111-4c86-b274-2292a86c306a,Grass
8bf257de-4d29-4e93-88db-a933a8dc7cd8,Fire
f7928ad3-083f-49c5-aa54-13aeea265fac,Normal
b3d14569-aae7-4dc2-b02a-0430a412c4ad,Fire
1798ed3e-a00d-4c46-b7ae-df6f08c1e764,Poison
433414bd-aebf-4dba-8f63-453565c4778d,Grass
e57d1755-776a-4710-98de-7cb8a933fbba,Bug
22ea38a8-fa02-4816-98ca-553873f5bd2b,Normal
bc1d6a30-dbf5-4e6d-8551-e41ebe6df058,Bug
a920da83-3636-49d8-862b-6f939c4e400e,Normal
1a34c393-b17d-4cbc-8a84-618859c1cfaa,Poison
741729d3-944b-4c3f-9938-93eb162fba7c,Rock
1701b39b-6291-4de1-84f3-58f41e8742d6,Water
7fa3d540-6db8-47a4-ba8e-7d44b6cc501a,Water
485b8441-9fd3-4fe7-8c46-acea5b65b8bf,Water
49f23d34-7473-4b6f-b2c5-018ae1f7754e,Normal
3fdd0b10-5be5-4a8d-9c12-b111b27edb0e,Water
4913def4-50a1-480e-95cf-3014d2a85d85,Normal
5afe0068-096e-457f-961f-d76f68f166fe,Normal
387a0a90-848b-4818-a078-0394cb0af934,Poison
caf5092f-fea1-43f9-8503-eea43ddad71f,Fighting
6ead210b-3101-49c7-9901-3ec4a0384ddf,Rock
31f14041-60f6-4ca6-85c1-77f3872c4389,Water
a74ceee1-8481-4ec9-8eca-d5ab1eedcb05,Normal
0a20dde9-45bd-4145-9ca8-ea1b459b76da,Poison
38d9dbd9-7ad3-47e3-9399-236862a1e281,Rock
3750cffb-c051-4907-a25b-d0a717b99ded,Normal
9b923214-65a2-4366-9b0e-f57b50467abc,Water
aa8e649d-5b71-4fc9-9354-8ccf7467099d,Fire
1c009948-20c4-44f1-943b-45cfced24178,Poison
f574a656-92cc-404d-8b4e-d00310980aec,Rock
d526d1ba-a4ab-48c5-826d-d861f06c9f45,Poison
880ac088-2401-42eb-b017-5de6ee56127f,Grass
ff76cde1-351e-495b-b35b-aaa54df4320a,Poison
05f48357-53b1-4b94-84fd-8e113f21f32d,Water
c59f2268-fe17-4cfa-8a88-21ae75e406d7,Water
9f84a3fe-6806-4e24-862e-a7d2aa884904,Ground
2aa533e0-e7db-4a8f-9270-d46937b12f2c,Poison
a0c920dd-386a-4a26-a4c4-7f9643155c6a,Ground
70e452d5-a0d0-4e89-a2c6-1351de8430b0,Water
e7b02728-0237-43d7-be32-70f25b1a08f4,Grass
f5fa209f-25e1-46a0-93d9-4e191acdcd56,Normal
65c7d0e5-70af-4b4a-8e66-ef8c8c13ea05,Poison
c4f29e31-7a35-490d-8a5e-f63974997209,Bug
4930547a-5298-4d60-a002-fc5c7fc743dc,Normal
3ae7f1bc-1e93-4040-af17-4a289333ebdb,Normal
c55d337d-7ca5-4486-ba68-e4655c541028,Fighting
4d141dbc-642f-4cd0-9e3a-549f87d0c34f,Fighting
a3a57274-511c-4bc2-89a8-31f067a75aca,Poison
df0b9d47-cc67-4e47-bb8b-61221a6d7edf,Water
be34078a-007f-41d6-88f0-ea1f53cc8c76,Normal
4816174e-2e1d-4726-a2a2-9d65485c3781,Water
bafa4ac5-8140-45f0-b883-39f1562f00e3,Water
9b31b63b-dad1-41d9-be83-e5b944c40df2,Fighting
d782b05f-f852-4b00-8004-a182a9a4401d,Ground
ee6572ca-0711-486f-8e63-b4fb90409d39,Fire
f66952f3-57d2-49a2-9b13-d387fec8f22e,Fire
555ea647-1a0d-4e5f-b966-1ed6068dd1a9,Bug
3d55a123-0a9e-4f2e-a557-7bf94b793be4,Ground
ca7a7aed-f4db-4105-a505-8242f7881f70,Ground
059fb85d-71bd-45c6-badb-bc7db6e58aa2,Water
d5a4d348-63ab-48ee-8dcf-56e17c6b91c7,Normal
bedbfabf-6526-4266-90c7-293ebf343633,Water
fd886bb7-2b8f-4b4f-816a-1d68b26b7589,Grass
1177315a-2c36-4b06-b469-510ebbe82031,Water
64f3e033-536c-4f29-8c9e-b194badb8093,Rock
3cb76dba-5e8a-46e7-803d-25c1e5145e8b,Rock
6d257bca-3195-4fbd-9792-19a685a54127,Water
c53af553-bdff-4423-8f71-03953021b396,Fighting
1556d6da-a6e4-4571-a0c3-223d9a443a9f,Bug
d7ade181-9f06-4735-821e-040c7a124138,Normal
d58130cc-8ad2-48e6-b081-a89262c9a4f8,Normal
c256903e-cd10-4d96-8859-cdce4adcd0fc,Fire
6defca97-c9a9-4bf1-b89f-0136763500e6,Rock
f779f71e-8519-4ab6-811e-b46dc6ad7770,Water
b9604aac-9280-4fde-b778-061f71face0a,Rock
5ee15073-f4cb-4cf1-b7ad-78b9a0c3e7e0,Rock
1a708e2d-1ebe-459f-ab36-709bb7240d9b,Water
aa90a037-9198-451c-8847-7eec71a2e8e8,Rock
208b3036-eb97-42e6-88cf-a5e8765eb696,Bug
009c20e4-3231-44f4-9128-9ed1d2e11f2e,Poison
769595dd-30b4-4f57-821d-e4273a580d38,Fire
207c3e5f-45a9-43dc-80e8-5234859edf36,Water
2f8619a6-38a7-4b34-8678-16595d76bf3a,Bug
18bd717f-7ead-43d5-b18f-91827413cb56,Water
cd44416b-24e3-4b05-bac6-14b0954dcd52,Bug
eb645f03-bec3-4eff-9587-f15c0294f646,Normal
76f89c81-0933-4e88-9be2-8cd14ca5b2ff,Water
c1995666-d316-4d24-8d7b-72473178b76f,Water
d7ac2a25-82f1-4286-8a79-18b4d99b5df8,Fighting
3dfeb100-c62c-422c-9167-a4c6308badb4,Grass
6b2a035b-0068-4cd5-8872-bf9ac673a96a,Rock
ccc64725-d2a2-4cfd-9c7b-83e3332e4172,Water
982a90c5-9360-42e1-91d0-5f1fd2992b60,Grass
657252af-b378-47e0-96b0-92e4aa4cee14,Rock
932f028e-6028-41ca-b593-8e0dad16a943,Normal
cab570e9-48a2-4b04-b9f3-00c392c26218,Grass
89cfbf9c-815e-49a7-9ec9-bcd6a59d2f47,Rock
d1230b84-78e8-4080-bfb4-1b1af5c54e92,Poison
9f540e93-ab7a-4dbb-8c29-b80a231edd7f,Fire
670b2ac8-4db4-4058-8e4a-91a3569207f5,Normal
c1eaeced-e8b3-480e-ba88-a8534fef4707,Normal
62e2bb44-d613-4138-ac0a-fc9c5c3c90e4,Poison
c15c5fec-6b78-4782-bcfe-c6b4e7cf91bd,Grass
8c43b468-314e-4ae0-9bf9-e2ef1092b302,Rock
ea4fb022-9af3-4db3-9603-b8a3ec67e47c,Bug
60738bbe-4a3a-45b9-888b-792c4dcc8ddb,Poison
b8f6a208-88f1-49ee-8634-49bd94d44d47,Ground
3ddb62fa-7e5d-4d23-a123-c9a36f6a74d5,Normal
e70bd1d1-4a20-4ad4-8544-aa17d4f1df26,Grass
1d5745aa-159b-46d9-a3fe-629c01806c15,Poison
b690b688-653e-49d1-be89-d427a496dfbf,Normal
40446654-8a10-48c8-8d49-b9cbbcfc6ebc,Fire
f7448f21-c1cb-4ac8-89ad-4c97fbee348b,Fighting
960a001e-33b0-4e78-9cc9-9488ae1c90e9,Bug
36f6f5f4-ff96-49d0-aaf4-2fd581c765ac,Normal
e5589ad4-d5a5-4d98-86fb-c2bfa008923b,Water
604cee47-2f71-4d71-97c0-828334f55f33,Poison
3d052d33-e7d8-4ea6-9953-759a58dac735,Bug
589b0e0f-d3fd-4c73-a04d-df5af98fc129,Rock
050c89b7-927a-45a7-aef5-bcddf9589e66,Fighting
ea9acdb7-8440-4664-ba6c-794b4bfd9859,Ground
24f75c2f-8d94-4ff1-9a7e-ffc27897426e,Ground
e4444f56-22d1-45db-9e9a-a2b7b5ccd1f4,Water
7d10829c-ec77-435f-a798-e8e601162e77,Ground
057ad416-131b-476d-a8ee-f7af378b3860,Water
e48a6249-8629-4bc8-85dd-3cf4bdb52da0,Normal
db579b90-601a-4a1e-b7de-6e0b81fcad77,Normal
accd7e12-eaa5-4112-b2c5-a450e69efb7e,Ground
c9e1fd04-0a7f-4343-9f0e-dc1eeeb58462,Fire
eca22984-c8e2-4932-9fa0-194aeb525618,Ground
debff8a4-6e49-4215-b4f6-9f92e60ca9bf,Poison
3bd97f18-7025-4c86-a042-8631b14879fa,Ground
4ef631e6-a221-4641-ae8d-67e1f8d07bee,Water
b2384c27-56aa-4973-a0b7-6e5a26fccbc9,Water
2c500e9a-6bb0-429f-a443-755a8f2f29b1,Poison
c7d14945-1ea5-470d-96b1-f7cdf39eb016,Ground
14224dc2-09b1-44de-924d-723313ce47e4,Ground
0e3fcdf3-fc82-441c-83ae-1df4ca4b79f8,Fire
b767e704-1745-4baf-960d-8f3f6a70c50f,Ground
b27d632a-3246-4c1f-918a-102fcb2076cf,Grass
c43f4ed1-50c6-42d3-82b9-5bd00f7839ff,Bug
33e0e03e-e9d2-4a36-a195-09e80dc3e3f5,Normal
633f6f0f-db82-4986-b414-09402eb73b79,Fighting
4b44d134-275b-4435-bd5d-65c204d53a1d,Fighting
1f38a065-28d5-4ce8-86f6-7b2124cbcfbb,Fighting
97fde529-060b-486d-956f-bd3da94ef91c,Grass
31392648-06e4-4422-8960-2dcc0f589acd,Water
48af738f-9f20-42ca-a054-f91a8ca7e366,Ground
04800af2-21fd-4de6-9783-e5643ea89722,Fighting
a7d907bf-1c59-4929-96f9-635663db284a,Normal
907335b4-ab9b-495a-afe8-1a59ece6ffa6,Fire
ebf0da62-f093-426c-8a2a-6288a4c68636,Grass
2dcf96b3-51f3-4aa5-ab33-f730c423899a,Normal
65ff6da3-dd56-49ef-ac24-51df19f58759,Rock
769cfd1a-9df6-4fe5-afca-803030b14422,Water
f11c8e60-586f-4010-bfd5-d37708b49648,Fighting
ccae1e1e-92d0-4058-975a-2588dfbcf0c1,Normal
c226e5f0-8d45-48cd-af2b-a52586f27008,Poison
29a4f658-f306-420e-92ff-251e968c04c5,Ground
fb75dbf6-abb0-46af-83cc-3f7b4ce2a839,Fire
027c5e5a-9600-4042-bf6c-99b401bf4833,Fighting
53272ce4-e751-45eb-a130-bddb08c938f3,Poison
3be17f38-9a45-4ffd-9468-cc4962e63897,Grass
2da30a62-abcd-489c-9c37-92f0993057d9,Fire
b9f98f24-e339-464c-8e0b-b195275f0dd3,Normal
0e7da3c9-2588-44c4-aa59-af260e18deff,Fire
66363f55-0db3-4c09-bdf9-1a09c91682b2,Ground
b0eee0e1-c328-4c3a-9e12-b1d5deb87bed,Water
ea556f18-965a-44ed-a44b-2d52e925166e,Bug
8e6471e6-3d7a-436c-b092-567a71c29ecb,Ground
7eedfba4-8336-4a6c-9f42-b6241ef308a5,Grass
2a8e1ac4-ea4e-48f1-ae99-c73a44191f5d,Normal
30b7e8cc-1db6-4f01-a8bd-3541dadc45f6,Normal
39a2ed6e-71e0-4e76-ba70-18dee072719e,Grass
e7d8c10d-c470-4f1c-aa02-572e2e8e132e,Bug
49fe48ec-521a-4621-83c3-eb544f208345,Rock
3fd6f2a2-17c5-4929-98e1-876683599110,Ground
caecafb2-69f4-4565-9a0c-50b6f8b5b6bf,Grass
a00776ab-3b81-4562-8cb7-c094ba92434b,Fighting
29fbb2ff-aceb-4f69-b60a-743a2483fb98,Bug
d2cd6b35-efc2-416f-bdfd-0374c57bb528,Rock
04d65f23-9000-4f1c-9f45-271a9a9286f4,Ground
af69e1ce-74d9-4270-832b-4b8d9aa6b7de,Normal
1525e1eb-7edd-4900-963c-b4f8f4f6274e,Bug
792c7578-fa46-4078-8785-9151b1eb8777,Water
f1743dd8-44aa-4abf-ae5f-2e7e599869d8,Grass
7d315cac-5edf-4905-8245-fec1758a09b0,Fighting
7025972c-a7a4-42d1-b931-893b31dd2e11,Water
6bd22485-080f-47a1-b2b8-1c70101b11e9,Water
77a9c1d6-13a4-42ef-9c73-a8d3a5613210,Fire
b72f99fb-b415-4b59-8b25-4d286e4952b3,Fighting
63540663-0103-4d0e-a6a6-fd5fcc51a733,Normal
fd92cadd-ffa1-41e6-a930-098a10e085a5,Fire
eca2edbb-06ff-4c04-8ac6-2a383501756f,Fighting
5cd2f056-f134-4f25-b537-64ef54e2dae5,Rock
56bb0ab8-2b84-4c75-b704-2eb6922ec05e,Ground
438c380a-997f-4571-8456-d3565f66f246,Bug
15ba9b7e-9280-4b58-9360-8e2be0686d6a,Fighting
73bc31b7-d92e-4af1-969b-243d789acd73,Fire
c849150b-b91e-497d-94c2-91f9e400a9a8,Normal
e811b4c5-08af-4d51-8e57-5f76ba6c6846,Grass
c711ffa5-606f-40d7-97df-7d1151409f90,Ground
a9bd45bb-fde9-4e57-ba1d-dc524091f929,Water
306066b6-c40b-4f65-9cd5-e14b97af2f87,Ground
9aec055e-4d17-4067-90f1-07daf71ec5f4,Poison
e81fd44c-95d2-462a-adce-8efc32edd449,Water
1aa2d99d-b93a-4baa-a1cc-c6661350e4a6,Fighting
e414fbc5-546b-44fe-85a6-5b284a9acf3c,Normal
5e498c30-d202-4120-852f-e930daa58869,Water
942e08d6-db47-4376-b561-c291ec58ecf9,Rock
c6ef1b88-8878-492e-8bb7-9c81663e91ad,Bug
a7fde051-1ec1-487a-946b-9a97b15b074d,Fighting
c53f23d2-1567-4265-9a4b-9665e0a2fae4,Water
1f04ad6f-ed29-4c83-8d64-f3d451e40bc7,Poison
8593627d-73f0-485e-aa7e-ad52eea0528f,Poison
c3d9aab4-9870-494b-baff-fbc2468529e5,Normal
82a40a97-c91a-404d-9760-5c769edff882,Poison
c4857abc-08de-4704-b631-798c9104df22,Normal
d08a4cea-4260-4e3b-aa48-2a996ff50a8e,Fighting
8ecb41d9-4766-42b2-aa61-6a7c3d8739c5,Poison
d6c2682b-0608-4d14-8702-2b9ae005e98b,Water
6a9413bf-7a9c-4a2d-aafe-34e62317c72a,Poison
cc74fd25-de0f-43af-9ced-682c6b9ac011,Fire
3c860c54-96f7-488e-a6c5-e83b76470f62,Normal
615469a0-36c7-405e-90f3-a1c18c277482,Poison
5302e745-aade-43af-9990-3dab9095bb6b,Normal
cc26dff2-a036-4d91-8be6-c401df948b15,Water
67674943-bd66-42d6-b85e-df77fcc162e2,Fire
97c82968-46f7-46ad-90c2-5c48a1af2af4,Fire
cdb18272-c938-4f2c-a0ff-7e819768fd5e,Bug
c95228a9-0f9f-4b4c-9b32-caea06693ac4,Fighting
22e28828-67c5-4198-8465-8927a6f11e3a,Water
c4d50642-5a37-4f4e-be8e-660d3c4446d5,Poison
06897b00-a6da-4bd1-8c20-9d4585299aa2,Fire
d5aa3d7d-39da-4952-b43d-ef18af7a3107,Normal
19996db9-27a6-4515-8d35-6319c419ab60,Fighting
93301c82-7e98-4516-9acc-6a8a3fc90632,Water
4f0033f0-62f9-4b2b-ab59-97e580911643,Normal
699da536-cf7b-4be2-ac8e-6e06e6d808c1,Rock
71c94829-0458-438a-b09c-d2be95449d7e,Bug
bb18c1a8-df16-433d-a1c8-fd62e08e02a3,Water
2aad0979-6178-41c8-a883-310c2ec7ec88,Poison
b195486d-646d-4b8e-89b0-e6bb6bae5e15,Poison
93eb2041-24c4-4f38-a467-1f722f1a4fa0,Poison
f251c16f-7cf8-4bbb-bec1-2347918e4dac,Poison
bf643b53-1120-4c63-9de7-da4053f9607b,Ground
b798cd56-9194-4ae9-a0d4-454c0151c5a3,Poison
afcfe452-7976-4cd4-9fee-70b0682ff64a,Bug
7db3e3c0-e66a-4899-aed8-32580a621c35,Fighting
cfc230d6-37c6-4037-91fe-caccb9b3ce3b,Fire
732c4dce-3b33-4bf7-be6d-df17ea0fd05b,Fire
c5e814a5-2ce8-4d9e-be34-33be21657a40,Rock
44b10f80-2528-4ec7-9789-5fef370ae235,Normal
4657831e-fef1-46e7-825b-882e5d7cd091,Water
d6ddc611-8b52-48ee-867a-a2581d840bf2,Poison
5f94c534-c30c-49ee-9520-d2e810141d3a,Water
52eae9c4-d652-473c-8a76-6c48bc589c0d,Bug
6af16400-79cf-4c9f-ba8b-ac1981ebea01,Fighting
4bb45593-bd27-4342-bc5d-a3b3bba2b184,Normal
1918702f-b1ed-4da5-a92a-dfbaef3bca15,Water
6ebb0e3b-f1ce-4faa-a258-d0edfbf4bce4,Grass
97843064-942a-42e3-b744-9b80b2e85361,Bug
6b0ad94b-3c27-423c-b7f0-d031482635bd,Fighting
88d86fcf-f09b-4041-b0d4-c2a884c88eff,Poison
9605144e-0796-4f22-b99f-0f0f406cfc00,Normal
906df822-f128-4d26-8076-eddfc93877f3,Water
3c64e397-be36-4d2b-9f20-b9f5fb637d15,Fighting
c95e6f1b-ba22-44e9-b541-936eb12bd39b,Fire
7011df49-2d1d-4fa7-9ae5-e1ceba15da07,Bug
b64ccacb-2843-4c70-8e09-6970d53117db,Fire
f4456015-698a-4173-858d-eee67db7fa27,Normal
6fe4f553-e2d8-42f9-bd24-2da382eaa8eb,Water
a82eeb9b-8412-4b92-bf65-b9ad075e0a4a,Normal
d0c12097-faa2-4e6f-9222-d5ea97d7d613,Normal
0e82430a-8ce2-4b0f-9617-280460181dba,Rock
d283c465-f3a9-448c-91b2-9477220eb285,Rock
6fc0a491-af82-4034-9bd6-eb9db850a12f,Water
a4e2e2e3-24f7-40ec-81a6-7ec76547086b,Bug
c3ad8dcc-0032-4e72-9f64-b404efa30ce4,Bug
0b089efd-2efb-4266-ba3c-1f70eeed215d,Fire
9cc41c6d-547d-406e-85d0-f2081208c2b9,Normal
46acaa9c-b83b-4a49-b76e-471ce3184786,Water
426a3c8f-b25f-46dc-9f95-95b65bdbe04b,Ground
67fb4f92-c465-49ad-9ec1-a48fa353d53b,Water
d3144517-5976-4c9e-ba74-dc2a1479c32c,Normal
d632bd0c-a339-4bfa-b213-d276ce29c152,Fire
5d8d6192-7d4b-4e9c-8d89-35c8b7fb4494,Poison
ea157d53-f596-46fe-b2e2-b5e5fe581ec6,Bug
b1d1614e-19b7-4778-b0fb-fa891553b303,Bug
12ca28ee-b31a-42b0-96b6-2eccf3732ab5,Rock
089daa40-2724-4ecb-9012-885ee56a28e1,Grass
4d16c32a-f3f7-4be7-9969-39575df78ed9,Ground
561450e6-52d3-432a-b86d-16631c353f61,Poison
b4e46eea-a04d-4080-b030-65c3eb21643e,Bug
5af541e6-09bd-4c18-a2cb-8a7b1d7a9c30,Water
cab45b73-2c15-4dd3-a6e2-b1be6d020043,Fire
de281275-3961-4b54-8702-5b21bf9b0c16,Bug
6210f352-5ced-40b4-bf7f-884ea400b6ea,Ground
55c3ebca-1257-4fba-bf51-6b8b7e9d7160,Grass
59269df2-a650-4de4-9327-b46c5b8909b1,Poison
b833fed3-d5b4-4c81-936d-14f9d2301317,Normal
7e83e698-e498-4d97-86bd-636ad2363f39,Poison
d0af896c-3c63-4b2d-b0ed-c2b2edc91bfb,Fire
1a25326c-4a18-4a62-a933-ad2b0de76cc3,Poison
985c458e-538e-41a4-8c22-c29ce4ffa3c8,Fire
9cc3909b-c6eb-4972-a6a5-c9dfc731c7c6,Bug
22fb8866-5e68-4e5d-b897-1c25274fe3b3,Bug
0aafdec2-b53e-4985-aa89-c60ba1845ca8,Rock
d55d0ba5-358e-48c2-8bd3-4dd0654fa7de,Grass
46aa7c1e-68a6-42d0-bc89-f4442b8c6336,Grass
53ed172d-dc21-4c5d-b268-159bb6a45c70,Ground
2a892508-776c-4745-b2e2-5c4ba91e226f,Normal
54af4964-25b7-4e5f-a184-2eae1b228403,Water
6e921722-e008-47a3-85e9-9d65668b5802,Bug
9366df7b-8d16-4da8-9c7b-c1e58a5ccb9b,Fighting
49778de4-7c78-4aff-ba17-3a0e75f40d79,Bug
18745e35-c492-44e6-8d3a-e556772d1810,Ground
ce667e4a-c585-4e13-b37f-be8e641def8f,Fire
71da0805-30c3-422e-a638-7ffbcb736413,Grass
c15cff0b-1c40-436f-88ec-99bccbc65d2f,Poison
497a33ee-0254-4c81-81ae-608e8e7f505a,Normal
32f7a11e-6a41-4cf6-8e47-9f310372d0a2,Ground
0be02da0-7306-4421-a895-84bccb3f2a69,Normal
9f1f9252-2acf-4a27-9dd3-8fc3786e4762,Fire
fe7be890-c716-45a3-9cc9-c4e0c099820e,Grass
a0c88ea0-b36b-47be-a822-e9d2f1c94e08,Grass
4b2d0e0e-6393-4839-8a44-90db0b60b286,Fire
ce48168e-3ff9-422c-bb2c-2d9c31816c17,Bug
79fcde7c-7ade-4f8a-8e03-ae62751b5709,Fighting
bfc72390-9939-469f-825b-0bc845bd560c,Water
29a38530-6f41-45b5-988c-ee8b0f076a75,Grass
50369ccd-3824-4b37-bc08-f4e4bc0f98e3,Water
ed2a71a0-fa66-4604-83d9-166641b356c2,Water
df1340d7-9d14-4292-9797-db615ed1b982,Grass
c1f222bb-deae-4159-8e17-46a8b0b4a5ca,Water
8f48116e-2859-4894-846d-2ab3d6f44db7,Ground
e99535f6-b25f-4738-969f-0c0c638dc1c4,Rock
58d0615a-fb33-4475-8e98-2cb8f1a700b0,Normal
45038ade-0bfb-46a0-9583-996bd061dd12,Grass
614a5045-1d0e-48a6-a73f-86d55d53afa2,Normal
3624254a-1eda-4ae5-841b-80f1c4983389,Poison
f296b8e8-a53f-4b30-a638-a83f0472ed04,Normal
d9d2531d-7524-4182-8ab2-5e117ba63a1a,Water
b99d27d5-ffde-43ca-bab5-670fd025b193,Fire
13027e57-127d-41d2-abba-ef4d2ec871fc,Fire
6a4f5915-3c5a-4ce0-a078-f71bb9bf1926,Normal
c66a5fe0-6f91-4fdc-b1c9-766a3c704fba,Water
f3538943-3d7f-44b6-a6e3-385b6ddc5c0d,Water
9511b356-4b87-428b-b88b-df22b8a6d12e,Poison
bf0d76ec-7051-4191-817e-f08dce607f64,Poison
4a649f6b-1a33-440f-a08b-ae06e8884628,Fire
